Object,IncorCorefEval_file1,IncorCorefEval_file2,IncorCorefEval_improvement,IncorCorefEval_percentage_improvement,IncomCorefEval_file1,IncomCorefEval_file2,IncomCorefEval_improvement,IncomCorefEval_percentage_improvement,IncomDiscoEval_file1,IncomDiscoEval_file2,IncomDiscoEval_improvement,IncomDiscoEval_percentage_improvement,SentiBias_file1,SentiBias_file2,SentiBias_improvement,SentiBias_percentage_improvement,ExtEval_file1,ExtEval_file2,ExtEval_improvement,ExtEval_percentage_improvement
157_rnn_ext_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.02320325334897333,0.008903434082250361,0.014299819266722968,61.628509811343726,1.0232032533489734,0.008903434082250361,1.0142998192667232,99.1298469729148
161_bert_lstm_pn_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.3068094857700282,0.24042523293015122,0.06638425283987698,21.636962323138825,2.306809485770028,0.24042523293015122,2.066384252839877,89.57758608098078
161_heter_graph,0.0,0.0,0.0,,0.0,1.0,-1.0,,0.0,0.0,0.0,,0.28522788189619663,0.38509349672081455,-0.09986561482461792,-35.01257105746841,0.28522788189619663,1.3850934967208146,-1.099865614824618,-385.60943183839703
161_neusumm,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.1867259664251116,0.041170538989403704,0.1455554274357079,77.95135846523222,0.1867259664251116,0.041170538989403704,0.1455554274357079,77.95135846523222
161_pacsum_bert,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.23860431663960105,0.2891820788658647,-0.05057776222626367,-21.197337474266508,0.23860431663960105,0.2891820788658647,-0.05057776222626367,-21.197337474266508
161_pacsum_tfidf,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.3215748004114368,0.30103914912747726,0.020535651283959566,6.3859640922377485,1.3215748004114367,0.30103914912747726,1.0205356512839594,77.22117968398331
161_refresh,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.2922488992688048,0.2228690151400356,0.06937988412876922,23.739998440491973,0.2922488992688048,0.2228690151400356,0.06937988412876922,23.739998440491973
161_rnn_ext_rl,0.0,0.0,0.0,,0.0,1.0,-1.0,,0.0,0.0,0.0,,0.2795024628560482,0.25997663354924455,0.019525829306803633,6.985923883203847,0.2795024628560482,1.2599766335492446,-0.9804741706931964,-350.7926766277437
161_textrank,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.19506133252324423,0.20550524996007988,-0.010443917436835648,-5.354171071086635,1.1950613325232442,0.20550524996007988,0.9895560825631643,82.80379053632522
164_mi_unsup,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.2381786619706403,0.23721771588757146,0.0009609460830688477,0.4034559918668538,1.2381786619706403,0.23721771588757146,1.0009609460830688,80.84139848525379
166_banditsumm,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.11268903924523055,0.1608101066495119,-0.04812106740428135,-42.70252699516029,0.11268903924523055,0.1608101066495119,-0.04812106740428135,-42.70252699516029
166_matchsumm,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0,0.3752591429295502,0.35126811942878977,0.023991023500760433,6.393188268104215,2.37525914292955,1.3512681194287897,1.0239910235007605,43.1107075852705
166_mi_unsup,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.16052611849132792,0.27254901013199107,-0.11202289164066315,-69.78483794007325,0.16052611849132792,0.27254901013199107,-0.11202289164066315,-69.78483794007325
166_neusumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.34165925464454905,0.24657972088876978,0.09507953375577927,27.8287599306206,1.341659254644549,0.24657972088876978,1.0950795337557793,81.62128572995258
166_oracle,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.3771171786529185,0.3771672465545298,-5.0067901611328125e-05,-0.0132764839274024,2.3771171786529184,1.3771672465545297,0.9999499320983887,42.06565587418991
166_pacsum_tfidf,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.09852053322268783,0.11251836800969339,-0.013997834787005559,-14.20803798875711,1.098520533222688,0.11251836800969339,0.9860021652129946,89.75728130637644
166_textrank,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.17230298301998392,0.33848834714714304,-0.16618536412715912,-96.44949914064154,0.17230298301998392,0.33848834714714304,-0.16618536412715912,-96.44949914064154
167_heter_graph,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.07560029011840619,0.18651218457147478,-0.1109118944530686,-146.70829209697064,1.0756002901184063,0.18651218457147478,0.8890881055469315,82.65971232204272
167_matchsumm,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.26755720051936804,0.36551224417984485,-0.0979550436604768,-36.61087927005201,2.2675572005193683,0.36551224417984485,1.9020449563395234,83.88079277135206
167_mi_unsup,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.10549557495241368,0.0012429206880430477,0.10425265426437064,98.82182670827312,3.1054955749524136,0.0012429206880430477,3.1042526542643705,99.9599767361426
167_neusumm,1.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.024816835851718955,0.07552443941589443,-0.050707603564175474,-204.32743266367365,2.024816835851719,1.0755244394158945,0.9492923964358244,46.882877484397945
167_oracle,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.41351461900398134,0.09203849103301764,0.3214761279709637,77.74238520159031,1.4135146190039813,1.0920384910330176,0.3214761279709637,22.743035243419595
167_oracle_disco,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.2214265663808328,0.06312954543158411,0.1582970209492487,71.4896245453189,3.221426566380833,0.06312954543158411,3.1582970209492487,98.04032331233586
167_pacsum_tfidf,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.03243723629042505,0.1791401088796556,-0.14670287258923054,-452.26686785438267,1.032437236290425,0.1791401088796556,0.8532971274107695,82.64881364379002
167_rnn_ext_rl,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.20767020458355545,0.029125096751376978,0.17854510783217847,85.9753127273207,1.2076702045835555,0.029125096751376978,1.1785451078321785,97.5883236465687
168_bert_lstm_pn_rl,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.25416116287669865,0.023930564011000854,0.2302305988656978,90.58449224100761,0.25416116287669865,0.023930564011000854,0.2302305988656978,90.58449224100761
168_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.27583289061294636,0.26154172730457503,0.014291163308371324,5.181094711589322,2.2758328906129464,1.261541727304575,1.0142911633083713,44.56791038972962
168_textrank,1.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.09593085487479885,0.022832935115729924,0.07309791975906893,76.19854931395157,2.095930854874799,1.02283293511573,1.073097919759069,51.199108847661435
168_textrank_st,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.1612722262434545,0.047289140267821494,0.113983085975633,70.67744312251608,1.1612722262434545,0.047289140267821494,1.113983085975633,95.92781613138249
17_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.04084167829714713,0.408633858912314,-0.3677921806151669,-900.5315059270174,1.0408416782971472,0.408633858912314,0.6322078193848333,60.7400561072023
17_refresh,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.3771813451467703,0.30372956971017023,0.07345177543660009,19.47386221023689,1.3771813451467703,1.3037295697101703,0.07345177543659998,5.333486087031771
17_textrank,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,1.0,-1.0,,0.23219516766257586,0.21687038647942247,0.015324781183153391,6.599956983352573,1.2321951676625758,1.2168703864794224,0.015324781183153391,1.2436975558201449
170_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,-1.0,,0.14266474451869726,0.004241050841907679,0.13842369367678958,97.02726076003181,0.14266474451869726,1.0042410508419077,-0.8615763063232105,-603.9167624978955
170_refresh,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.014612581115216017,0.13078816079845035,-0.11617557968323433,-795.0380481533218,0.014612581115216017,0.13078816079845035,-0.11617557968323433,-795.0380481533218
171_banditsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.31482753781495953,0.5145211729210463,-0.19969363510608673,-63.429532401151334,1.3148275378149594,0.5145211729210463,0.8003063648939132,60.86778241836179
171_bert_lstm_pn_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.5825251254242506,0.3577767300408926,0.224748395383358,38.58175133985417,1.5825251254242505,1.3577767300408925,0.224748395383358,14.201884808818214
171_heter_graph,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.1763364089331872,0.412522337118968,-0.23618592818578082,-133.9405342405891,1.1763364089331871,0.412522337118968,0.7638140718142191,64.9316017096604
171_matchsumm,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.37040825812040234,0.25112802600382234,0.11928023211658001,32.20236846820181,1.3704082581204022,1.2511280260038222,0.11928023211658001,8.703992508055961
171_mi_unsup,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.3996346704961704,0.3675517949265089,0.032082875569661495,8.028051102230114,1.3996346704961704,1.3675517949265088,0.032082875569661606,2.292232126422549
171_neusumm,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.24431724691715895,0.33621437912701035,-0.0918971322098514,-37.613853859859155,0.24431724691715895,0.33621437912701035,-0.0918971322098514,-37.613853859859155
171_oracle,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.026766137558628222,0.026766137558628222,0.0,0.0,0.026766137558628222,0.026766137558628222,0.0,0.0
171_oracle_disco,0.0,0.0,0.0,,0.0,1.0,-1.0,,1.0,1.0,0.0,0.0,0.12056820899703202,0.10198368573804723,0.018584523258984798,15.414115722198614,1.1205682089970321,2.1019836857380474,-0.9814154767410153,-87.58194894886712
171_pacsum_tfidf,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.3982825093271183,0.5711449000042524,-0.17286239067713416,-43.40195379635876,1.3982825093271183,1.5711449000042523,-0.17286239067713405,-12.362479650862465
171_refresh,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.38445922859528125,0.4970992704532391,-0.11264004185795784,-29.29830616097229,1.3844592285952813,1.497099270453239,-0.11264004185795784,-8.136031710536265
171_rnn_ext_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.21005221508764377,0.48387959229964483,-0.27382737721200107,-130.36157561954167,1.2100522150876438,1.4838795922996448,-0.273827377212001,-22.629385227989335
171_textrank,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.15914013798553212,0.09514655796705151,0.0639935800184806,40.21209283122429,1.1591401379855322,0.09514655796705151,1.0639935800184808,91.79162597782124
171_textrank_st,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.08805408952651883,0.13268241661805374,-0.044628327091534914,-50.682855653279354,1.0880540895265187,1.1326824166180538,-0.04462832709153508,-4.101664386092763
173_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.026706691831350327,0.2297469712793827,-0.20304027944803238,-760.2599405804668,1.0267066918313503,0.2297469712793827,0.7969597205519676,77.622920634755
173_refresh,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.08045879627267516,0.10019286101063096,-0.019734064737955803,-24.526920177971572,0.08045879627267516,0.10019286101063096,-0.019734064737955803,-24.526920177971572
174_banditsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.10309442898202781,0.007089713215464144,0.09600471576656366,93.12308794425732,2.1030944289820277,0.007089713215464144,2.0960047157665636,99.66289135106045
174_bert_lstm_pn_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.3272242248258408,0.5053742826185044,-0.17815005779266357,-54.44280840988491,1.3272242248258408,0.5053742826185044,0.8218499422073364,61.92246395406021
174_heter_graph,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.23215262097134348,0.05564926616170851,0.17650335480963497,76.02901663187436,1.2321526209713434,1.0556492661617085,0.17650335480963486,14.324796442058608
174_neusumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.3796281814775284,0.4705139398774918,-0.09088575839996338,-23.940730123415044,1.3796281814775284,0.4705139398774918,0.9091142416000366,65.89559808979912
174_oracle,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0,0.5068074166974839,0.0005056239321372114,0.5063017927653466,99.90023351760871,2.506807416697484,1.0005056239321373,1.5063017927653466,60.08845285569553
174_oracle_disco,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0,0.5046019852361496,0.5069283545217331,-0.002326369285583496,-0.46103054558827666,2.5046019852361496,1.5069283545217331,0.9976736307144165,39.83361973660456
174_refresh,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.004928716235857167,0.007041095834210864,-0.0021123795983536975,-42.8586166715343,2.0049287162358573,0.007041095834210864,1.9978876204016465,99.64881066457913
174_textrank_st,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.06703892370630149,0.26771381476949807,-0.20067489106319658,-299.34086045646586,3.0670389237063014,0.26771381476949807,2.799325108936803,91.2712612578785
177_banditsumm,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.4604932864141376,0.34011486021560045,0.12037842619853717,26.141190273570388,0.4604932864141376,0.34011486021560045,0.12037842619853717,26.141190273570388
177_heter_graph,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.13131626947851588,0.35725033038985343,-0.22593406091133755,-172.05336536635448,0.13131626947851588,0.35725033038985343,-0.22593406091133755,-172.05336536635448
177_mi_unsup,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0850415154881119,0.19178575273224108,-0.10674423724412918,-125.52014934288319,1.085041515488112,0.19178575273224108,0.8932557627558708,82.32457007454086
177_neusumm,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,-1.0,,0.4464729316943051,0.29578661394995065,0.15068631774435443,33.75038150073735,0.4464729316943051,1.2957866139499505,-0.8493136822556455,-190.22736250383952
177_oracle,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.12021999810270084,0.07817114140459291,0.04204885669810793,34.97659071844825,0.12021999810270084,0.07817114140459291,0.04204885669810793,34.97659071844825
177_oracle_disco,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.118030654850792,0.11688509781603129,0.0011455570347607136,0.9705589079454529,2.118030654850792,0.11688509781603129,2.0011455570347607,94.48142558520875
177_pacsum_bert,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.46115387328348173,0.46639270308496167,-0.005238829801479938,-1.1360264122208752,0.46115387328348173,0.46639270308496167,-0.005238829801479938,-1.1360264122208752
177_pacsum_tfidf,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.26901926096149675,0.13946926241982371,0.12954999854167304,48.156402660036605,1.2690192609614968,0.13946926241982371,1.129549998541673,89.00968119946799
177_refresh,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.12588098773490997,0.1501287437881379,-0.02424775605322793,-19.26244502012548,0.12588098773490997,0.1501287437881379,-0.02424775605322793,-19.26244502012548
177_rnn_ext_rl,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.08938692372981816,0.10025533691738159,-0.01086841318756343,-12.158840168182103,0.08938692372981816,0.10025533691738159,-0.01086841318756343,-12.158840168182103
177_textrank,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.17505978788801424,0.2508587056981364,-0.07579891781012216,-43.298874472880506,0.17505978788801424,0.2508587056981364,-0.07579891781012216,-43.298874472880506
177_textrank_st,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.15290872996914773,0.10244494757856815,0.05046378239057958,33.00255152257272,2.152908729969148,0.10244494757856815,2.0504637823905796,95.24155640448184
181_banditsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.3452967090808925,0.013513032328071883,0.3317836767528206,96.0865447098987,2.3452967090808925,0.013513032328071883,2.3317836767528206,99.42382418924863
181_mi_unsup,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.4639620327890091,0.5296919488847427,-0.06572991609573359,-14.16708942768704,1.463962032789009,0.5296919488847427,0.9342700839042664,63.81791760844909
181_neusumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.1524853580830447,0.25248947182696785,-0.10000411374392315,-65.58276479861111,2.1524853580830445,0.25248947182696785,1.8999958862560766,88.26986344511865
181_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.03149148757853382,0.10071144192816545,-0.06921995434963163,-219.80528603804487,2.031491487578534,0.10071144192816545,1.9307800456503685,95.04248762330725
189_bert_lstm_pn_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.03984275063029835,0.21428776254998175,-0.1744450119196834,-437.8337568567041,2.0398427506302985,0.21428776254998175,1.8255549880803168,89.4948881484238
189_mi_unsup,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.107528344897286,0.13225696351771518,-0.024728618620429188,-22.997302380177654,2.107528344897286,0.13225696351771518,1.975271381379571,93.72454639398168
189_oracle,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.44086299532554457,0.3873282623977435,0.05353473292780109,12.14316771773273,1.4408629953255445,1.3873282623977434,0.05353473292780109,3.71546310103589
189_pacsum_bert,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,-1.0,,0.16418339427090595,0.07466497125224797,0.08951842301865798,54.52343302816042,0.16418339427090595,1.074664971252248,-0.9104815769813421,-554.5515616999786
189_textrank_st,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.22456867688796828,0.04050388170246688,0.1840647951855014,81.96369936192247,1.2245686768879682,1.0405038817024668,0.18406479518550145,15.03098998524694
191_neusumm,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.03122620889917016,0.04271353765701255,-0.011487328757842391,-36.787458877685495,0.03122620889917016,0.04271353765701255,-0.011487328757842391,-36.787458877685495
191_oracle,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.041397543468823045,0.05161637462054691,-0.010218831151723867,-24.68463173284614,0.041397543468823045,0.05161637462054691,-0.010218831151723867,-24.68463173284614
191_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.037669022226085286,0.03560947009827942,0.0020595521278058693,5.4674955868104735,1.0376690222260854,1.0356094700982794,0.0020595521278059525,0.19847871370272255
191_pacsum_tfidf,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.09791752214853963,0.034701098843167244,0.06321642330537239,64.56088953055192,1.0979175221485395,1.0347010988431673,0.06321642330537225,5.75784811063609
192_matchsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.18311293135532955,0.2573238932091044,-0.07421096185377488,-40.52742824031851,1.1831129313553295,1.2573238932091044,-0.07421096185377496,-6.272517177946968
192_oracle,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.3228557032562094,0.10958779265153376,0.21326791060467562,66.05672703121867,1.3228557032562094,0.10958779265153376,1.2132679106046755,91.71581659422237
192_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.32101041432179045,0.3058255748183001,0.015184839503490366,4.7303261283818125,2.3210104143217904,1.3058255748183,1.0151848395034904,43.73891789710612
192_pacsum_tfidf,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.2567966066756829,0.28290892649965826,-0.026112319823975383,-10.16848320622613,1.2567966066756828,1.2829089264996583,-0.02611231982397544,-2.077688600150218
192_textrank_st,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.06589569444865145,0.0731279090832686,-0.007232214634617151,-10.97524609935294,3.0658956944486513,0.0731279090832686,2.9927677853653827,97.61479461888806
196_oracle,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.05322798161068931,0.1949484694826727,-0.14172048787198338,-266.25185397509586,1.0532279816106893,0.1949484694826727,0.8582795121280167,81.49038262499063
196_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.38347097305813804,0.09755965502699837,0.28591131803113967,74.5587901350209,2.383470973058138,0.09755965502699837,2.2859113180311397,95.90682428568353
196_rnn_ext_rl,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0899813380674459,0.00012656684266398877,0.08985477122478192,99.85934100849987,1.089981338067446,1.000126566842664,0.08985477122478192,8.243698133776844
196_textrank,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.003813695841624054,0.0009001944563351572,0.002913501385288897,76.39574591895584,1.003813695841624,1.0009001944563352,0.002913501385288786,0.290243239094883
197_banditsumm,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,,0.3641768492137392,0.11055994563503191,0.2536169035787073,69.64113839917839,1.3641768492137392,2.110559945635032,-0.7463830964212927,-54.7130745439259
197_bert_lstm_pn_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.3849569600696365,0.34201006694153574,0.04294689312810074,11.156284359771517,2.3849569600696365,0.34201006694153574,2.042946893128101,85.65969647806351
197_heter_graph,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.36684726892660063,0.31275706878320003,0.0540902001434006,14.744610284729434,1.3668472689266007,1.3127570687832,0.05409020014340071,3.957296573879707
197_matchsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.06998799710224074,0.45220584391305846,-0.3822178468108177,-546.119138475218,1.0699879971022408,1.4522058439130585,-0.3822178468108177,-35.72169480834798
197_neusumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.039802538172807544,0.06984428879028809,-0.030041750617480545,-75.47697206406949,1.0398025381728075,1.0698442887902881,-0.0300417506174806,-2.8891784271147722
197_oracle,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.2250008660679062,0.11083363912378752,0.11416722694411868,50.740794441947855,1.2250008660679061,1.1108336391237876,0.11416722694411852,9.31976703906998
197_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.1394162851696213,0.21224457011946163,-0.07282828494984034,-52.23800423403446,2.1394162851696215,1.2122445701194615,0.9271717150501599,43.33760201216053
197_pacsum_bert,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,-1.0,,0.033810917249259886,0.042935719170297204,-0.009124801921037318,-26.987738468518057,0.033810917249259886,1.0429357191702973,-1.0091248019210375,-2984.612320575618
197_pacsum_tfidf,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,,0.034826401582298216,0.0427339375795176,-0.007907535997219384,-22.705578635602354,1.0348264015822983,2.0427339375795177,-1.0079075359972194,-97.39870711223459
197_refresh,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.03953286689162877,0.15392188716020128,-0.1143890202685725,-289.3516945840191,1.0395328668916288,1.1539218871602013,-0.11438902026857245,-11.003886833382584
197_rnn_ext_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.22437532401333254,0.23417038160065812,-0.009795057587325573,-4.365478971628602,1.2243753240133326,1.2341703816006582,-0.009795057587325573,-0.8000044916961191
197_textrank,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.0976176333303253,0.20533134260525304,-0.10771370927492774,-110.34247153937716,1.0976176333303254,1.205331342605253,-0.10771370927492763,-9.813409151245974
197_textrank_st,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,1.0,-1.0,,0.04780643278112018,0.11374121873329085,-0.06593478595217067,-137.9203218404737,1.0478064327811203,1.113741218733291,-0.06593478595217062,-6.2926494712543874
198_banditsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.01611585690019035,0.010856585848766087,0.0052592710514242635,32.63413843890699,1.0161158569001905,0.010856585848766087,1.0052592710514243,98.93156023744322
198_mi_unsup,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.19338760439616937,0.16001123352907595,0.03337637086709341,17.258795345910254,2.1933876043961695,0.16001123352907595,2.0333763708670936,92.70483551523824
198_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.017369342812647404,0.2842303766713788,-0.2668610338587314,-1536.3910813276011,2.0173693428126476,0.2842303766713788,1.7331389661412688,85.91084088374713
198_rnn_ext_rl,1.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.050974945382525505,0.1981702036767577,-0.1471952582942322,-288.76001178549876,2.0509749453825257,1.1981702036767576,0.852804741705768,41.580456339836566
2_matchsumm,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.1518777241872158,0.06749798164431314,0.08437974254290265,55.557681677459094,0.1518777241872158,0.06749798164431314,0.08437974254290265,55.557681677459094
2_mi_unsup,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.039427375353019045,0.004108675377210602,0.03531869997580844,89.57913038739468,1.039427375353019,0.004108675377210602,1.0353186999758084,99.60471741704751
2_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.028068043844541535,0.07493575855429907,-0.046867714709757535,-166.97891370464,1.0280680438445415,0.07493575855429907,0.9531322852902424,92.71101178536092
2_pacsum_tfidf,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.007049103024958925,0.06789631341234781,-0.060847210387388884,-863.1908226046028,1.0070491030249589,1.0678963134123478,-0.06084721038738894,-6.042129445785415
