Object,IncorCorefEval_file1,IncorCorefEval_file2,IncorCorefEval_improvement,IncorCorefEval_percentage_improvement,IncomCorefEval_file1,IncomCorefEval_file2,IncomCorefEval_improvement,IncomCorefEval_percentage_improvement,IncomDiscoEval_file1,IncomDiscoEval_file2,IncomDiscoEval_improvement,IncomDiscoEval_percentage_improvement,SentiBias_file1,SentiBias_file2,SentiBias_improvement,SentiBias_percentage_improvement,ExtEval_file1,ExtEval_file2,ExtEval_improvement,ExtEval_percentage_improvement
143_matchsumm,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.15372999758390649,0.1612051998661762,-0.007475202282269722,-4.862552787194136,0.15372999758390649,0.1612051998661762,-0.007475202282269722,-4.862552787194136
143_mi_unsup,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.34428375215200646,0.4164653147346582,-0.07218156258265174,-20.96571857703656,1.3442837521520064,0.4164653147346582,0.9278184374173482,69.01953816908397
143_neusumm,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0696287577437168,0.11862205714849694,-0.048993299404780144,-70.36359830676605,1.069628757743717,0.11862205714849694,0.95100670059522,88.90997869216612
143_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.17278980959586243,0.50485491689674,-0.33206510730087757,-192.1786406718913,1.1727898095958624,0.50485491689674,0.6679348926991224,56.95265146695719
143_pacsum_tfidf,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.08518958340950866,0.020024545482118294,0.06516503792739037,76.49413850768613,1.0851895834095087,0.020024545482118294,1.0651650379273905,98.15474219544164
143_textrank,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.35642263542481323,0.40094968925782104,-0.04452705383300781,-12.492768249675523,1.3564226354248132,0.40094968925782104,0.9554729461669922,70.44065184504615
143_textrank_st,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.03990560800216536,0.4236909772045221,-0.38378536920235673,-961.7329202991514,1.0399056080021654,0.4236909772045221,0.6162146307976433,59.256785044317226
144_oracle,0.0,0.0,0.0,,2.0,0.0,2.0,100.0,0.0,0.0,0.0,,0.11289986755166737,0.12820645953927723,-0.015306591987609863,-13.557670455729253,1.1128998675516675,0.12820645953927723,0.9846934080123902,88.4799645253507
144_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.1332392373255321,0.13310310031686512,0.0001361370086669922,0.10217486335078624,2.1332392373255322,0.13310310031686512,2.000136137008667,93.76051696462613
144_textrank,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.13229432489190784,0.12248854622954419,0.009805778662363651,7.412093202316533,1.132294324891908,1.1224885462295442,0.009805778662363762,0.8660096979025175
144_textrank_st,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.22916008744921001,0.1331874110868999,0.0959726763623101,41.880188400425986,0.22916008744921001,0.1331874110868999,0.0959726763623101,41.880188400425986
147_mi_unsup,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.20482434602551314,0.2803086715139216,-0.07548432548840844,-36.85319980419029,0.20482434602551314,0.2803086715139216,-0.07548432548840844,-36.85319980419029
147_oracle,0.0,0.0,0.0,,2.0,1.0,1.0,50.0,0.0,0.0,0.0,,0.05931240574864205,0.17650310763565358,-0.11719070188701153,-197.58210851141305,1.059312405748642,1.1765031076356536,-0.11719070188701153,-11.062902808561935
147_oracle_disco,0.0,0.0,0.0,,2.0,1.0,1.0,50.0,0.0,0.0,0.0,,0.38492457838826033,0.3109224217332667,0.07400215665499366,19.2251055946732,1.3849245783882602,1.3109224217332667,0.07400215665499355,5.343406984741029
147_textrank_st,0.0,0.0,0.0,,2.0,0.0,2.0,100.0,0.0,0.0,0.0,,0.2963921909831697,0.13405270896328148,0.16233948201988824,54.77184857043231,1.2963921909831697,0.13405270896328148,1.1623394820198882,89.65955596649981
149_banditsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.0402231328189373,0.045029909660418865,-0.004806776841481564,-11.950279614268393,1.0402231328189373,0.045029909660418865,0.9951932231585184,95.67112975670992
149_bert_lstm_pn_rl,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.1225380736092726,0.007230429599682453,0.11530764400959015,94.09944241270061,1.1225380736092725,0.007230429599682453,1.1153076440095901,99.35588558021604
149_matchsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.09594021613399184,0.1020362488925457,-0.00609603275855386,-6.35399106255924,1.0959402161339917,0.1020362488925457,0.993903967241446,90.68961541967262
149_oracle,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.6275062176088492,0.19807276253898942,0.42943345506985975,68.43493227943497,1.627506217608849,0.19807276253898942,1.4294334550698595,87.82967706077336
149_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.019111276914676067,0.2074969423313936,-0.18838566541671753,-985.7303949797885,1.0191112769146762,0.2074969423313936,0.8116143345832826,79.63942240345105
15_bert_lstm_pn_rl,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.23984624861429138,0.24220363218337304,-0.0023573835690816614,-0.9828728123543372,1.2398462486142914,0.24220363218337304,0.9976426164309183,80.4650268165048
15_matchsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,1.0,0.0,1.0,100.0,0.24186992564549048,0.24234630583475036,-0.000476380189259884,-0.19695718183587485,2.2418699256454904,0.24234630583475036,1.99952361981074,89.18999255654974
15_mi_unsup,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0907306108002861,0.006690187814335058,0.08404042298595105,92.62631679063495,1.090730610800286,0.006690187814335058,1.084040422985951,99.38663243260163
